CityName,Date,No_of_complain_received,No_of_complain_disposed,No_of_complain_pending
Surat,31/07/2018,114,1013,1531
Surat,03/08/2018,63,650,1550
Surat,12/08/2018,39,98,1740
Surat,28/08/2018,61,736,1644
Surat,31/08/2018,59,392,1612
Surat,06/09/2018,52,378,1581
Surat,16/09/2018,29,140,1528
Surat,17/09/2018,54,614,1560
Surat,18/09/2018,39,538,1540
Surat,25/09/2018,68,646,1611
Surat,30/09/2018,37,161,1636
Surat,10/10/2018,45,634,1450
Surat,11/10/2018,48,420,1486
Surat,16/10/2018,45,563,1517
Surat,05/11/2018,87,597,1800
Surat,09/11/2018,8,131,1444
Surat,15/11/2018,52,575,1468
Surat,07/12/2018,24,427,1447
Surat,15/12/2018,58,433,1657
Surat,17/12/2018,57,454,1672
Surat,18/12/2018,41,443,1672
Surat,22/12/2018,34,258,1641
Surat,25/12/2018,40,241,1658
Surat,26/12/2018,52,412,1545
Surat,05/01/2019,43,540,1661
Surat,07/01/2019,79,531,1707
Surat,14/01/2019,36,112,1799
Surat,20/01/2019,51,166,1706
Surat,26/01/2019,17,224,1539
Surat,29/01/2019,44,379,1526
Surat,08/02/2019,34,336,1481
Surat,10/02/2019,31,89,1520
Surat,11/02/2019,72,378,1543
Surat,19/02/2019,41,416,1538
Surat,25/02/2019,92,375,1697
Surat,27/02/2019,32,267,1470
Surat,07/03/2019,35,364,1444
Surat,16/03/2019,36,410,1386
Surat,19/03/2019,44,438,1384
Surat,20/03/2019,22,510,1262
Surat,22/03/2019,26,435,1266
Surat,31/03/2019,15,106,1252
Surat,03/04/2019,23,426,1225
Surat,05/04/2019,22,380,1247
Surat,06/04/2019,8,286,1244
Surat,08/04/2019,35,484,1272
Surat,12/04/2019,23,268,1253
Surat,26/04/2019,25,462,1252
Surat,01/05/2019,19,474,1234
Surat,02/05/2019,22,351,1248
Surat,14/05/2019,29,454,1275
Surat,21/05/2019,48,462,1356
Surat,22/05/2019,47,359,1353
Surat,25/05/2019,95,301,1459
Surat,29/05/2019,59,533,1473
Surat,01/06/2019,53,518,1521
Surat,09/06/2019,29,134,1452
Surat,11/06/2019,48,602,1458
Surat,12/06/2019,65,576,1397
Surat,15/06/2019,50,639,1464
Surat,18/06/2019,79,815,1492
Surat,22/06/2019,20,549,1361
Surat,25/06/2019,65,769,1429
Surat,27/06/2019,46,653,1431
Surat,03/07/2019,35,720,1345
Surat,07/07/2019,26,243,1364
Surat,11/07/2019,19,539,1281
Surat,17/07/2019,27,703,1286
Surat,23/07/2019,64,716,1387
Surat,28/07/2019,33,173,1359
Surat,04/08/2019,24,428,1321
Surat,05/08/2019,51,908,1362
Surat,07/08/2019,72,924,1410
Surat,08/08/2019,52,597,1433
Surat,11/08/2019,30,344,1380
Surat,14/08/2019,19,834,1283
Surat,17/08/2019,20,527,1286
Surat,20/08/2019,48,866,1295
Surat,21/08/2019,22,841,1239
Surat,28/08/2019,42,605,1325
Surat,10/09/2019,39,424,1457
Surat,12/09/2019,13,206,1323
Surat,18/09/2019,43,862,1377
Surat,22/09/2019,33,288,1464
Surat,25/09/2019,67,604,1508
Surat,03/10/2019,53,589,1420
Surat,06/10/2019,43,234,1498
Surat,16/10/2019,72,664,1464
Surat,28/10/2019,27,74,1662
Surat,12/11/2019,34,391,1412
Surat,16/11/2019,40,451,1424
Surat,08/12/2019,24,186,1706
Surat,10/12/2019,69,461,1735
Surat,12/12/2019,65,316,1744
Surat,16/12/2019,59,468,1721
Surat,19/12/2019,57,383,1665
Surat,21/12/2019,54,426,1697
Surat,23/12/2019,70,530,1724
Surat,27/12/2019,52,421,1615
Surat,30/12/2019,60,497,1573
Surat,07/01/2020,62,500,1551
Surat,11/01/2020,32,338,1479
Surat,12/01/2020,21,107,1491
Surat,16/01/2020,60,440,1455
Surat,21/01/2020,66,474,1528
Surat,17/02/2020,215,559,1867
Surat,24/02/2020,103,658,1758
Surat,26/02/2020,30,514,1519
Surat,29/02/2020,24,476,1567
Surat,03/03/2020,69,556,1661
Surat,04/03/2020,73,592,1689
Surat,07/03/2020,85,566,1867
Surat,19/03/2020,89,545,1936
Surat,23/03/2020,38,608,1917
Surat,31/03/2020,25,485,1870
Surat,04/04/2020,28,427,1867
Surat,05/04/2020,20,254,1878
Surat,09/04/2020,16,319,1885
Surat,10/04/2020,22,336,1900
Surat,23/04/2020,13,347,1962
Surat,24/04/2020,16,367,1963
Surat,26/04/2020,25,196,1971
Surat,27/04/2020,26,346,1994
Surat,04/05/2020,27,265,2077
Surat,05/05/2020,21,258,2046
Surat,06/05/2020,18,249,2039
Surat,12/05/2020,29,324,2095
Surat,15/05/2020,31,274,2151
Surat,17/05/2020,32,160,2187
Surat,26/05/2020,56,269,2343
Surat,03/06/2020,56,451,1932
Surat,10/06/2020,86,706,1988
Surat,11/06/2020,140,616,2057
Surat,19/06/2020,86,495,2212
Surat,23/06/2020,105,525,2341
Surat,28/06/2020,44,235,2275
Surat,07/07/2020,156,572,2605
Surat,08/07/2020,126,644,2664
Surat,11/07/2020,82,489,2665
Surat,12/07/2020,80,284,2703
Surat,21/07/2020,105,512,2978
Surat,29/07/2020,101,463,3287
Surat,31/07/2020,118,351,3338
Surat,03/08/2020,39,252,3156
Surat,04/08/2020,113,383,3229
Surat,14/08/2020,137,423,3308
Surat,15/08/2020,113,487,3356
Surat,16/08/2020,107,461,3417
Surat,17/08/2020,147,598,3521
Surat,21/08/2020,158,592,3648
Surat,24/08/2020,150,714,3402
Surat,30/08/2020,103,455,3454
Surat,01/09/2020,129,500,3532
Surat,10/09/2020,234,521,4005
Surat,11/09/2020,173,570,4073
Surat,21/09/2020,177,515,3978
Surat,01/10/2020,183,495,4198
Surat,04/10/2020,96,231,4132
Surat,05/10/2020,149,572,4177
Surat,10/10/2020,89,366,4093
Surat,12/10/2020,159,486,4199
Surat,13/10/2020,165,496,4191
Surat,30/10/2020,132,393,4705
Surat,16/11/2020,39,93,4744
Surat,19/11/2020,107,447,4738
Surat,25/11/2020,139,377,4981
Surat,06/12/2020,90,188,4946
Surat,08/12/2020,115,442,4808
Surat,09/12/2020,128,397,4810
Surat,11/12/2020,99,447,4780
Surat,23/12/2020,132,424,4964
Surat,24/12/2020,97,507,5014
Surat,25/12/2020,79,274,4995
Surat,28/12/2020,147,549,5059
Surat,02/01/2021,145,479,5254
Surat,08/01/2021,118,419,5452
Surat,12/01/2021,109,473,5547
Surat,18/01/2021,136,530,5719
Surat,28/01/2021,141,524,5912
Surat,29/01/2021,124,436,5645
Surat,06/02/2021,116,584,3903
Surat,07/02/2021,64,221,3881
Surat,08/02/2021,93,895,3831
Surat,09/02/2021,104,621,3416
Surat,10/02/2021,118,728,3360
Surat,12/02/2021,109,621,3292
Surat,21/02/2021,31,217,2619
Surat,22/02/2021,100,535,2631
Surat,10/03/2021,146,704,2472
Surat,13/03/2021,73,692,2412
Surat,14/03/2021,48,264,2413
Surat,22/03/2021,139,692,2775
Surat,25/03/2021,132,692,2976
Surat,02/04/2021,105,551,2792
Surat,04/04/2021,150,380,2989
Surat,05/04/2021,143,838,3091
Surat,07/04/2021,140,626,3170
Surat,18/04/2021,104,297,3348
Surat,19/04/2021,139,670,3453
Surat,28/04/2021,220,537,4026
Surat,10/05/2021,149,618,3976
Surat,17/05/2021,247,572,4152
Surat,12/06/2021,109,487,4003
Surat,13/06/2021,79,224,3981
Surat,15/06/2021,107,597,3858
Surat,17/06/2021,168,565,3954
Surat,28/06/2021,149,773,4228
Surat,08/07/2021,141,592,4537
Surat,23/07/2021,181,661,4723
Surat,27/07/2021,181,727,4786
Surat,23/06/2017,1,666,1145
Surat,28/06/2017,0,809,1146
Surat,30/06/2017,0,458,1146
Surat,02/07/2017,0,169,1146
Surat,03/07/2017,0,701,1146
Surat,05/07/2017,0,580,1146
Surat,07/07/2017,0,611,1146
Surat,10/07/2017,0,901,1146
Surat,17/07/2017,0,591,1149
Surat,26/07/2017,4,585,1154
Surat,02/08/2017,0,894,1165
Surat,07/08/2017,0,159,1166
Surat,16/08/2017,2,555,1174
Surat,02/09/2017,7,220,1239
Surat,04/09/2017,13,704,1256
Surat,09/09/2017,16,379,1364
Surat,10/09/2017,12,138,1376
Surat,16/09/2017,44,639,1553
Surat,21/09/2017,71,666,1577
Surat,22/09/2017,38,534,1567
Surat,25/09/2017,65,530,1650
Surat,08/10/2017,28,251,1658
Surat,10/10/2017,67,705,1631
Surat,17/10/2017,79,795,1799
Surat,23/10/2017,40,569,1648
Surat,28/10/2017,42,173,1565
Surat,30/10/2017,41,370,1579
Surat,01/11/2017,46,541,1524
Surat,02/11/2017,36,476,1476
Surat,06/11/2017,43,577,1503
Surat,08/11/2017,38,433,1435
Surat,23/11/2017,11,393,1310
Surat,24/11/2017,17,357,1318
Surat,28/11/2017,31,581,1370
Surat,02/12/2017,28,194,1418
Surat,03/12/2017,24,123,1439
Surat,07/12/2017,30,435,1389
Surat,08/12/2017,22,197,1400
Surat,10/12/2017,23,177,1402
Surat,15/12/2017,24,489,1357
Surat,18/12/2017,38,451,1420
Surat,21/12/2017,43,334,1446
Surat,22/12/2017,35,403,1439
Surat,24/12/2017,26,131,1474
Surat,03/01/2018,33,424,1350
Surat,05/01/2018,12,371,1362
Surat,14/01/2018,11,96,1484
Surat,24/01/2018,43,365,1508
Surat,29/01/2018,55,499,1496
Surat,04/02/2018,31,108,1592
Surat,08/02/2018,57,389,1454
Surat,10/02/2018,46,217,1512
Surat,16/02/2018,48,289,1472
Surat,18/02/2018,26,117,1487
Surat,07/03/2018,22,549,1291
Surat,08/03/2018,24,416,1305
Surat,11/03/2018,21,211,1350
Surat,12/03/2018,34,579,1362
Surat,13/03/2018,34,620,1351
Surat,26/03/2018,52,529,1347
Surat,27/03/2018,39,555,1347
Surat,02/04/2018,31,548,1474
Surat,04/04/2018,22,470,1401
Surat,05/04/2018,30,331,1408
Surat,09/04/2018,56,561,1450
Surat,11/04/2018,67,475,1482
Surat,12/04/2018,47,321,1498
Surat,02/05/2018,33,580,1354
Surat,10/05/2018,18,280,1365
Surat,18/05/2018,37,351,1388
Surat,20/05/2018,31,101,1441
Surat,22/05/2018,45,530,1473
Surat,24/05/2018,42,282,1485
Surat,30/05/2018,44,423,1441
Surat,31/05/2018,40,427,1445
Surat,01/06/2018,32,417,1448
Surat,12/07/2018,28,625,1492
Surat,14/07/2018,43,524,1520
Surat,22/07/2018,34,243,1547
Surat,28/07/2018,27,512,1440
Surat,02/08/2018,51,585,1522
Surat,04/08/2018,31,720,1558
Surat,17/08/2018,39,257,1626
Surat,18/08/2018,63,528,1636
Surat,19/08/2018,28,146,1639
Surat,22/08/2018,19,243,1535
Surat,26/08/2018,20,94,1580
Surat,27/08/2018,61,585,1629
Surat,29/08/2018,55,571,1581
Surat,01/09/2018,57,559,1624
Surat,11/09/2018,45,547,1550
Surat,12/09/2018,50,613,1517
Surat,14/09/2018,47,445,1491
Surat,15/09/2018,27,585,1503
Surat,20/09/2018,55,476,1551
Surat,27/09/2018,60,427,1618
Surat,28/09/2018,56,469,1619
Surat,07/10/2018,25,173,1526
Surat,14/10/2018,35,106,1512
Surat,20/10/2018,65,651,1535
Surat,22/10/2018,62,586,1523
Surat,28/10/2018,21,172,1407
Surat,30/10/2018,51,664,1435
Surat,02/11/2018,83,417,1668
Surat,06/11/2018,58,582,1626
Surat,07/11/2018,20,276,1575
Surat,12/11/2018,20,423,1428
Surat,17/11/2018,64,435,1542
Surat,24/11/2018,36,293,1422
Surat,01/12/2018,35,552,1456
Surat,03/12/2018,59,531,1488
Surat,04/12/2018,68,457,1500
Surat,06/12/2018,51,425,1451
Surat,10/12/2018,60,451,1509
Surat,12/12/2018,75,447,1552
Surat,23/12/2018,28,110,1642
Surat,29/12/2018,57,437,1591
Surat,02/01/2019,45,607,1587
Surat,17/01/2019,82,390,1687
Surat,24/01/2019,47,420,1556
Surat,25/01/2019,45,321,1567
Surat,04/02/2019,54,407,1512
Surat,09/02/2019,34,230,1500
Surat,16/02/2019,33,340,1509
Surat,17/02/2019,32,90,1529
Surat,21/02/2019,85,259,1569
Surat,28/02/2019,48,331,1474
Surat,05/03/2019,57,406,1499
Surat,11/03/2019,42,401,1464
Surat,23/03/2019,11,356,1260
Surat,26/03/2019,26,505,1286
Surat,28/03/2019,21,291,1211
Surat,15/04/2019,36,363,1278
Surat,16/04/2019,45,413,1319
Surat,23/04/2019,13,96,1298
Surat,24/04/2019,18,292,1230
Surat,28/04/2019,12,112,1258
Surat,03/05/2019,20,360,1268
Surat,05/05/2019,15,113,1280
Surat,24/05/2019,61,356,1395
Surat,06/06/2019,43,462,1444
Surat,13/06/2019,59,545,1414
Surat,20/06/2019,32,688,1379
Surat,21/06/2019,45,705,1369
Surat,02/07/2019,52,1000,1430
Surat,09/07/2019,84,802,1407
Surat,10/07/2019,25,670,1279
Surat,13/07/2019,18,442,1299
Surat,22/07/2019,38,758,1395
Surat,26/07/2019,40,489,1324
Surat,29/07/2019,50,645,1378
Surat,30/07/2019,42,616,1346
Surat,01/08/2019,17,628,1270
Surat,09/08/2019,32,548,1344
Surat,15/08/2019,8,228,1265
Surat,16/08/2019,24,830,1276
Surat,27/08/2019,53,670,1329
Surat,29/08/2019,85,428,1380
Surat,30/08/2019,55,474,1386
Surat,03/09/2019,51,651,1384
Surat,04/09/2019,74,709,1430
Surat,19/09/2019,52,547,1387
Surat,23/09/2019,53,745,1480
Surat,02/10/2019,21,273,1434
Surat,11/10/2019,77,642,1474
Surat,12/10/2019,34,534,1476
Surat,21/10/2019,61,653,1579
Surat,24/10/2019,137,430,1839
Surat,30/10/2019,25,335,1500
Surat,01/11/2019,35,446,1493
Surat,08/11/2019,40,298,1410
Surat,15/11/2019,46,396,1420
Surat,20/11/2019,43,467,1376
Surat,23/11/2019,27,385,1397
Surat,24/11/2019,28,178,1418
Surat,17/12/2019,63,411,1650
Surat,22/12/2019,29,135,1702
Surat,02/01/2020,34,535,1460
Surat,04/01/2020,27,440,1477
Surat,10/01/2020,40,431,1480
Surat,13/01/2020,47,563,1516
Surat,14/01/2020,11,142,1466
Surat,17/01/2020,38,388,1474
Surat,20/01/2020,43,421,1531
Surat,04/02/2020,54,462,1601
Surat,05/02/2020,33,374,1450
Surat,10/02/2020,59,562,1537
Surat,20/02/2020,93,480,1797
Surat,01/03/2020,30,137,1577
Surat,02/03/2020,75,619,1607
Surat,09/03/2020,65,626,1873
Surat,11/03/2020,56,681,1744
Surat,18/03/2020,104,729,1878
Surat,21/03/2020,59,548,1987
Surat,22/03/2020,41,275,1943
Surat,29/03/2020,20,524,1832
Surat,30/03/2020,33,556,1853
Surat,02/04/2020,13,440,1856
Surat,11/04/2020,16,270,1901
Surat,17/04/2020,16,289,1937
Surat,21/04/2020,25,268,1979
Surat,01/05/2020,19,255,2053
Surat,07/05/2020,10,274,2039
Surat,11/05/2020,19,336,2076
Surat,18/05/2020,33,246,2207
Surat,19/05/2020,25,199,2201
Surat,21/05/2020,48,282,2269
Surat,24/05/2020,37,182,2334
Surat,28/05/2020,40,338,2117
Surat,01/06/2020,62,483,1927
Surat,02/06/2020,71,390,1971
Surat,04/06/2020,62,390,1897
Surat,05/06/2020,44,489,1892
Surat,13/06/2020,53,480,2059
Surat,16/06/2020,97,571,2159
Surat,17/06/2020,83,643,2182
Surat,27/06/2020,52,424,2302
Surat,01/07/2020,92,466,2380
Surat,03/07/2020,80,407,2446
Surat,04/07/2020,89,481,2477
Surat,09/07/2020,103,536,2664
Surat,30/07/2020,124,385,3342
Surat,02/08/2020,39,210,3170
Surat,20/08/2020,166,555,3729
Surat,22/08/2020,124,550,3596
Surat,23/08/2020,96,251,3320
Surat,08/09/2020,154,624,3908
Surat,15/09/2020,159,502,4077
Surat,19/09/2020,117,466,3957
Surat,20/09/2020,77,225,3994
Surat,22/09/2020,129,664,3999
Surat,27/09/2020,101,218,4001
Surat,19/10/2020,138,454,4346
Surat,20/10/2020,139,379,4405
Surat,21/10/2020,143,423,4371
Surat,26/10/2020,170,566,4678
Surat,31/10/2020,105,271,4652
Surat,04/11/2020,121,421,4739
Surat,07/11/2020,131,499,4672
Surat,08/11/2020,64,197,4702
Surat,21/11/2020,89,356,4722
Surat,22/11/2020,55,172,4741
Surat,23/11/2020,169,465,4872
Surat,28/11/2020,87,363,4922
Surat,29/11/2020,99,223,4962
Surat,10/12/2020,132,411,4816
Surat,12/12/2020,83,386,4652
Surat,14/12/2020,124,787,4621
Surat,19/12/2020,130,546,4799
Surat,03/01/2021,63,142,5285
Surat,13/01/2021,156,389,5585
Surat,17/01/2021,98,212,5648
Surat,23/01/2021,107,467,5779
Surat,27/01/2021,132,528,5812
Surat,30/01/2021,91,582,5489
Surat,04/02/2021,80,569,4634
Surat,11/02/2021,81,719,3284
Surat,13/02/2021,73,418,3320
Surat,17/02/2021,100,572,3318
Surat,20/02/2021,42,495,2600
Surat,03/03/2021,95,751,2291
Surat,09/03/2021,143,901,2422
Surat,11/03/2021,81,439,2477
Surat,30/03/2021,125,738,2740
Surat,08/04/2021,197,490,3348
Surat,26/04/2021,142,505,3876
Surat,02/05/2021,46,205,4051
Surat,07/05/2021,166,526,3883
Surat,15/05/2021,138,530,3948
Surat,22/05/2021,111,679,4315
Surat,01/06/2021,156,668,4324
Surat,08/06/2021,206,637,4570
Surat,10/06/2021,134,611,4313
Surat,18/06/2021,149,489,3944
Surat,19/06/2021,162,905,4010
Surat,22/06/2021,206,838,4191
Surat,13/07/2021,194,625,4536
Surat,14/07/2021,153,548,4556
Surat,16/07/2021,178,618,4568
Surat,18/07/2021,99,175,4693
Surat,19/07/2021,269,592,4720
Surat,22/07/2021,237,601,4790
Surat,24/07/2021,129,517,4711
Surat,25/07/2021,87,215,4766
Surat,26/07/2021,184,863,4825
Surat,28/07/2021,162,603,4811
Surat,04/08/2021,123,692,4613
Surat,08/08/2021,85,274,4422
Surat,10/08/2021,120,669,4478
Surat,19/08/2021,136,693,3537
Surat,25/08/2021,219,1012,3794
Surat,30/08/2021,76,416,3582
Surat,04/09/2021,203,718,3779
Surat,16/09/2021,207,770,3914
Surat,21/09/2021,171,887,3895
Surat,29/09/2021,231,965,3922
Surat,30/09/2021,191,737,3983
Surat,10/10/2021,88,303,4290
Surat,07/11/2021,51,253,4894
Surat,10/11/2021,118,408,4601
Surat,11/11/2021,110,558,4541
Surat,17/11/2021,130,582,4538
Surat,21/11/2021,70,230,4838
Surat,03/12/2021,127,471,4630
Surat,04/12/2021,128,675,4761
Surat,13/12/2021,156,659,5219
Surat,24/12/2021,209,478,5500
Surat,25/12/2021,117,531,5521
Surat,27/12/2021,182,772,5687
Surat,02/01/2022,104,241,5918
Surat,03/01/2022,216,723,6012
Surat,05/01/2022,206,608,6254
Surat,16/01/2022,94,281,6672
Surat,24/01/2022,178,697,6868
Surat,27/01/2022,144,839,6451
Surat,02/02/2022,174,591,6493
Surat,03/02/2022,152,550,6403
Surat,05/02/2022,122,485,6417
Surat,11/02/2022,195,529,6224
Surat,13/02/2022,77,222,6072
Surat,16/02/2022,139,641,6086
Surat,28/02/2022,202,776,6789
Surat,20/03/2022,74,354,7624
Surat,30/03/2022,187,727,8170
Surat,02/04/2022,116,531,8190
Surat,03/04/2022,108,312,8257
Surat,04/04/2022,187,858,8303
Surat,11/04/2022,224,713,8952
Surat,14/04/2022,156,467,8960
Surat,18/04/2022,263,768,9122
Surat,22/04/2022,148,664,8735
Surat,23/04/2022,146,524,8770
Surat,24/04/2022,108,216,8768
Surat,28/04/2022,178,731,9113
Surat,29/04/2022,196,599,9206
Surat,02/05/2022,187,829,8591
Surat,08/05/2022,105,337,8741
Surat,09/05/2022,230,725,8971
Surat,14/05/2022,113,472,8098
Surat,15/05/2022,112,187,8105
Surat,20/05/2022,141,555,6989
Surat,30/05/2022,293,808,7417
Surat,10/06/2022,187,772,6111
Surat,29/06/2022,188,1054,4878
Surat,14/07/2022,55,737,3009
Surat,02/08/2022,157,830,3325
Surat,08/08/2022,167,798,3502
Surat,13/08/2022,107,578,3565
Surat,15/08/2022,84,412,3492
Surat,19/08/2022,46,584,3042
Surat,21/08/2022,44,312,3132
Surat,25/08/2022,197,741,3393
Surat,27/08/2022,133,743,3478
Surat,16/09/2022,130,699,3679
Surat,18/09/2022,86,399,3790
Surat,19/09/2022,255,872,3929
Surat,21/09/2022,197,846,4115
Surat,22/09/2022,220,752,4273
Surat,26/09/2022,167,918,4051
Surat,02/10/2022,95,303,4235
Surat,16/10/2022,77,390,4132
Surat,19/10/2022,163,857,4567
Surat,30/10/2022,45,381,4167
Surat,03/11/2022,135,767,4191
Surat,06/11/2022,83,383,4300
Surat,10/11/2022,137,879,4206
Surat,14/11/2022,117,847,4095
Surat,18/11/2022,152,769,4132
Surat,21/11/2022,157,859,4376
Surat,06/12/2022,204,1054,4245
Surat,10/12/2022,123,632,4104
Surat,17/12/2022,238,689,4521
Surat,18/12/2022,135,260,4606
Surat,22/12/2022,139,718,4782
Surat,27/12/2022,183,784,4726
Surat,13/01/2023,197,699,4960
Surat,18/01/2023,169,751,4396
Surat,27/01/2023,192,728,4476
Surat,29/01/2023,95,343,4322
Surat,05/02/2023,122,318,4616
Surat,06/02/2023,165,749,4616
Surat,01/03/2023,229,717,4934
Surat,02/03/2023,219,709,4981
Surat,03/03/2023,237,1036,4866
Surat,08/03/2023,81,316,4602
Surat,12/03/2023,91,365,4494
Surat,26/03/2023,126,371,4695
Surat,28/03/2023,203,834,4891
Surat,02/04/2023,174,344,5163
Surat,04/04/2023,162,584,5155
Surat,06/04/2023,208,861,5069
Surat,09/04/2023,143,414,5058
Surat,15/04/2023,172,853,4940
Surat,16/04/2023,79,168,4878
Surat,22/04/2023,154,559,4903
Surat,27/04/2023,203,805,5156
Surat,04/05/2023,240,610,5429
Surat,08/05/2023,213,780,5447
Surat,14/05/2023,144,237,5119
Surat,17/05/2023,221,681,5207
Surat,27/05/2023,186,585,5437
Surat,01/06/2023,197,736,5285
Surat,06/06/2023,298,774,5297
Surat,12/06/2023,292,852,5571
Surat,14/06/2023,378,840,6051
Surat,19/06/2023,323,881,6088
Surat,20/06/2023,278,803,6013
Surat,23/06/2023,235,773,6249
Surat,24/06/2023,230,772,6055
Surat,25/06/2023,151,289,6102
Surat,02/07/2023,202,634,5967
Surat,17/07/2023,290,1467,5605
Surat,03/08/2023,281,1040,6299
Surat,05/08/2023,295,1022,6436
Surat,07/08/2023,251,1083,6434
Surat,09/08/2023,387,993,6982
Surat,12/08/2023,198,868,7033
Surat,15/08/2023,126,348,6869
Surat,16/08/2023,173,817,6647
Surat,17/08/2023,363,966,6894
Surat,29/08/2023,262,740,6293
Surat,09/09/2023,174,595,6543
Surat,14/09/2023,379,914,6878
Surat,20/09/2023,292,960,7192
Surat,23/09/2023,236,830,7460
Surat,25/09/2023,355,1068,7814
Surat,28/09/2023,122,335,7489
Surat,29/09/2023,261,911,7471
Surat,30/09/2023,245,991,7420
Surat,09/10/2023,310,1066,7148
Surat,11/10/2023,327,1080,7170
Surat,15/10/2023,142,393,7331
Surat,18/10/2023,246,1064,7790
Surat,24/10/2023,169,578,8010
Surat,27/10/2023,295,1020,7864
Surat,29/10/2023,177,454,7381
Surat,02/11/2023,253,1065,7229
Surat,04/11/2023,203,956,7228
Surat,06/11/2023,267,979,7435
Surat,11/12/2023,210,926,5113
Surat,15/12/2023,172,710,4918
Surat,18/12/2023,231,855,5172
Surat,03/01/2024,187,898,4581
Surat,05/01/2024,174,732,4600
Surat,07/01/2024,100,299,4670
Surat,17/01/2024,160,810,4441
Surat,18/01/2024,194,722,4381
Surat,21/01/2024,100,264,4644
Surat,27/01/2024,150,678,5122
Surat,02/02/2024,212,716,4896
Surat,03/02/2024,192,824,5010
Surat,07/02/2024,267,888,5356
Surat,08/02/2024,289,801,5341
Surat,10/02/2024,162,553,5214
Surat,14/02/2024,222,717,5519
Surat,23/02/2024,162,967,5136
Surat,28/02/2024,222,759,5199
Surat,05/03/2024,206,676,5355
Surat,17/03/2024,131,408,4705
Surat,27/03/2024,286,852,5072
Surat,02/04/2024,209,793,4670
Surat,10/04/2024,156,506,4905
Surat,13/04/2024,102,552,4610
Surat,17/04/2024,137,309,4673
Surat,02/05/2024,180,696,5313
Surat,03/05/2024,212,604,5258
Surat,09/05/2024,215,738,5703
Surat,18/05/2024,180,666,5529
Surat,20/05/2024,276,785,5977
Surat,24/05/2024,252,690,5854
Surat,25/05/2024,191,551,5834
Surat,10/06/2024,314,1012,6767
Surat,18/06/2024,341,852,7515
Surat,21/06/2024,347,974,7532
Surat,29/06/2024,409,912,8318
Surat,01/07/2024,539,1293,8745
Surat,09/07/2024,445,1363,9643
Surat,13/07/2024,235,951,9215
Surat,18/07/2024,320,1251,9359
Surat,19/07/2024,394,1240,8907
Surat,20/07/2024,333,1175,8586
Surat,23/07/2024,329,1196,8543
Surat,29/07/2024,233,1441,7782
Surat,02/08/2024,357,1308,7911
Surat,10/08/2024,268,875,8685
Surat,18/08/2024,193,439,8710
Surat,19/08/2024,173,449,8804
Surat,22/08/2024,346,1101,9235
Surat,24/08/2024,271,725,9013
Surat,28/08/2024,370,974,8759
Surat,31/08/2024,431,958,9388
Surat,01/09/2024,266,482,9551
Surat,02/09/2024,406,1123,9847
Surat,15/09/2024,231,403,10520
Surat,28/09/2024,296,730,10704
Surat,02/10/2024,251,519,10459
Surat,07/10/2024,318,1055,10350
Surat,13/10/2024,210,378,9809
Surat,18/10/2024,301,878,10048
Surat,25/10/2024,287,836,10520
Surat,01/11/2024,101,344,10449
Surat,04/11/2024,160,858,10218
Surat,10/11/2024,116,253,9775
Surat,11/11/2024,251,726,9970
Surat,13/11/2024,241,729,9744
Surat,15/11/2024,167,498,9419
Surat,18/11/2024,247,818,9704
Surat,23/11/2024,136,448,9202
Surat,24/11/2024,171,249,9142
Surat,25/11/2024,220,859,9254
Surat,27/11/2024,203,878,9003
Surat,30/11/2024,189,721,8587
Surat,02/12/2024,290,849,8569
Surat,05/12/2024,211,811,8241
Surat,06/12/2024,217,642,8291
Surat,09/12/2024,260,867,8493
Surat,11/12/2024,217,541,8384
Surat,13/12/2024,174,672,8396
Surat,19/12/2024,278,686,8358
Surat,21/12/2024,264,513,8452
Surat,23/12/2024,279,953,8751
Surat,25/12/2024,234,355,8950
Surat,28/12/2024,171,529,8927
Surat,30/12/2024,216,702,8923
Surat,05/01/2025,108,354,8298
Surat,06/01/2025,247,795,8514
Surat,09/01/2025,220,679,8834
Surat,16/01/2025,185,744,8663
Surat,26/01/2025,143,182,8904
Surat,09/02/2025,104,503,8641
Surat,15/02/2025,185,701,8700
Surat,21/02/2025,192,625,8976
Surat,28/02/2025,207,735,8991
Surat,03/03/2025,245,805,9150
Surat,06/03/2025,162,736,8969
Surat,08/03/2025,167,653,9076
Surat,12/03/2025,216,817,8983
Surat,18/03/2025,174,1008,8792
Surat,21/03/2025,170,788,8722
Surat,24/03/2025,164,923,8795
Surat,29/03/2025,148,722,8821
Surat,12/04/2025,164,508,9049
Surat,21/04/2025,232,638,8913
Surat,23/04/2025,205,688,8916
Surat,28/04/2025,155,712,8527
Surat,29/04/2025,138,507,8502
Surat,30/04/2025,127,614,8350
Surat,01/05/2025,130,658,8261
Surat,04/05/2025,151,254,8255
Surat,05/05/2025,173,689,8410
Surat,08/05/2025,155,737,8089
Surat,12/05/2025,144,944,7720
Surat,14/05/2025,175,716,7692
Surat,22/05/2025,221,704,7699
Surat,27/05/2025,268,715,7441
Surat,02/06/2025,227,1066,7731
Surat,03/06/2025,235,858,7531
Surat,04/06/2025,257,777,7581
Surat,06/06/2025,166,908,7364
Surat,10/06/2025,298,735,7578
Surat,18/06/2025,336,988,8244
Surat,20/06/2025,303,1008,8292
Surat,28/06/2025,316,1034,8347
