ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-08-21,1239.3308712678572,352.6596276974734,2307.431857773995,1239.3308712678572,1239.3308712678572,69.12575488635612,69.12575488635612,69.12575488635612,40.26270931531341,40.26270931531341,40.26270931531341,28.863045571042697,28.863045571042697,28.863045571042697,0.0,0.0,0.0,1308.4566261542134
2017-08-22,1240.3638133571428,269.51712559341905,2378.9859694282777,1240.3638133571428,1240.3638133571428,48.26463034364825,48.26463034364825,48.26463034364825,26.33092160947675,26.33092160947675,26.33092160947675,21.933708734171507,21.933708734171507,21.933708734171507,0.0,0.0,0.0,1288.628443700791
2017-08-23,1241.3967554464286,233.21953542663246,2361.0889559343636,1241.3967554464286,1241.3967554464286,12.402821824567901,12.402821824567901,12.402821824567901,-3.8769391316954707,-3.8769391316954707,-3.8769391316954707,16.279760956263374,16.279760956263374,16.279760956263374,0.0,0.0,0.0,1253.7995772709965
2017-08-24,1242.4296975357142,165.74657082569806,2294.084800147611,1242.4296975357142,1242.4296975357142,4.020102803476348,4.020102803476348,4.020102803476348,-8.224522560004722,-8.224522560004722,-8.224522560004722,12.24462536348107,12.24462536348107,12.24462536348107,0.0,0.0,0.0,1246.4498003391907
2017-08-25,1243.462639625,170.90732184424235,2280.3855262817024,1243.462639625,1243.462639625,-8.161959494437347,-8.161959494437347,-8.161959494437347,-18.303331205990546,-18.303331205990546,-18.303331205990546,10.1413717115532,10.1413717115532,10.1413717115532,0.0,0.0,0.0,1235.3006801305628
2017-08-26,1244.495581714286,225.30250823620187,2254.293842120418,1244.495581714286,1244.495581714286,-14.12853597570004,-14.12853597570004,-14.12853597570004,-24.373279191544945,-24.373279191544945,-24.373279191544945,10.244743215844906,10.244743215844906,10.244743215844906,0.0,0.0,0.0,1230.3670457385858
2017-08-27,1245.5285238035715,246.8283926565558,2228.0684193756156,1245.5285238035715,1245.5285238035715,0.9685397370311175,0.9685397370311175,0.9685397370311175,-11.81555883565169,-11.81555883565169,-11.81555883565169,12.784098572682806,12.784098572682806,12.784098572682806,0.0,0.0,0.0,1246.4970635406025
2017-08-28,1246.561465892857,275.7961212999132,2328.779793324556,1246.561465892857,1246.561465892857,58.200156318741314,58.200156318741314,58.200156318741314,40.26270931532645,40.26270931532645,40.26270931532645,17.93744700341487,17.93744700341487,17.93744700341487,0.0,0.0,0.0,1304.7616222115985
2017-08-29,1247.594407982143,335.77505551922155,2345.0030476519087,1247.594407982143,1247.594407982143,52.1576484434634,52.1576484434634,52.1576484434634,26.330921609427012,26.330921609427012,26.330921609427012,25.826726834036393,25.826726834036393,25.826726834036393,0.0,0.0,0.0,1299.7520564256063
2017-08-30,1248.6273500714287,199.75151022572663,2271.210387967492,1248.6273500714287,1248.6273500714287,32.637507861625735,32.637507861625735,32.637507861625735,-3.8769391316820068,-3.8769391316820068,-3.8769391316820068,36.51444699330774,36.51444699330774,36.51444699330774,0.0,0.0,0.0,1281.2648579330544
